SearchName,Number,Transcript,Speaker,Corpus,gender,Line,LineEnd,MatchId,TargetId,Text,Target stress,Target stress start,Target stress end,Target CELEX phonemes,Target orthography,Target transcript,Target transcript start,Target transcript end,Match segments,Target segments,Target segments start,Target segments end,time_0.5,F1-time_0.5,F2-time_0.5,F3-time_0.5,Error
_^'.*i[^rl].*$_NOT_^(the)|(he)|(she)|(we)|(be)|(me)|(tae)$_^i$,15,00-O-f01-mw74.trs,00-O-f01,00-O,F,832.333,836.615,g_179;em_12_172370;n_2505785-n_2505801;p_263;#=es_1_1857234;[0]=ew_0_984090,es_1_1857234,to 'dreep' as,'drip,833.853,834.133,drip,dreep,'dreep',833.853,834.133,drip,i,833.953,834.063,834.008,364,2499,3125,
_^'.*i[^rl].*$_NOT_^(the)|(he)|(she)|(we)|(be)|(me)|(tae)$_^i$,16,00-O-f01-mw74.trs,00-O-f01,00-O,F,1055.113,1057.05,g_179;em_12_171795;n_2506608-n_2506616;p_263;#=es_1_1770488;[0]=ew_0_983330,es_1_1770488,Gourock Street.,'strit,1056.593,1056.983,strit,street,Street.,1056.593,1056.983,strit,i,1056.793,1056.953,1056.873,373,2281,2902,
_^'.*i[^rl].*$_NOT_^(the)|(he)|(she)|(we)|(be)|(me)|(tae)$_^i$,17,00-O-f01-mw74.trs,00-O-f01,00-O,F,1119.419,1124.872,g_179;em_12_171974;n_2506867-n_2506879;p_263;#=es_1_1770508;[0]=ew_0_984306,es_1_1770508,Eglinton Street.,'strit,1124.229,1124.679,strit,street,Street.,1124.229,1124.679,strit,i,1124.489,1124.649,1124.569,343,2413,2462,
_^'.*i[^rl].*$_NOT_^(the)|(he)|(she)|(we)|(be)|(me)|(tae)$_^i$,18,00-O-f01-mw74.trs,00-O-f01,00-O,F,1143.532,1149.543,g_179;em_12_172050;n_2506931-n_2506945;p_263;#=es_1_1770448;[0]=ew_0_982311,es_1_1770448,Eglinton Street in,'strit,1148.932,1149.322,strit,street,Street,1148.932,1149.322,strit,i,1149.052,1149.272,1149.162,355,2488,2967,
_^'.*i[^rl].*$_NOT_^(the)|(he)|(she)|(we)|(be)|(me)|(tae)$_^i$,19,00-O-f01-mw74.trs,00-O-f01,00-O,F,1151.773,1155.632,g_179;em_12_171723;n_2506952-n_2506968;p_263;#=es_1_1770528;[0]=ew_0_985407,es_1_1770528,Gourock Street.,'strit,1155.053,1155.473,strit,street,Street.,1155.053,1155.473,strit,i,1155.243,1155.443,1155.343,363,2274,2970,
_^'.*i[^rl].*$_NOT_^(the)|(he)|(she)|(we)|(be)|(me)|(tae)$_^i$,20,00-O-f01-mw74.trs,00-O-f01,00-O,F,1220.593,1227.981,g_179;em_12_172438;n_2507134-n_2507154;p_263;#=es_1_1764936;[0]=ew_0_986918,es_1_1764936,to keep promises,'kip,1226.443,1226.733,kip,keep,keep,1226.443,1226.733,kip,i,1226.523,1226.663,1226.593,326,2417,3327,
_^'.*i[^rl].*$_NOT_^(the)|(he)|(she)|(we)|(be)|(me)|(tae)$_^i$,21,00-O-f01-mw74.trs,00-O-f01,00-O,F,1306.026,1308.772,g_179;em_12_172202;n_2507379-n_2507390;p_263;#=es_1_1762439;[0]=ew_0_982258,es_1_1762439,about fourteen when,'tin,1307.516,1307.796,f$tin,fourteen,fourteen,1307.266,1307.796,f$tin,i,1307.616,1307.706,1307.661,349,2358,3129,
_^'.*i[^rl].*$_NOT_^(the)|(he)|(she)|(we)|(be)|(me)|(tae)$_^i$,22,00-O-f01-mw74.trs,00-O-f01,00-O,F,1360.766,1363.307,g_179;em_12_171901;n_2507576-n_2507587;p_263;#=es_1_1762451;[0]=ew_0_981991,es_1_1762451,to freeze over,'friz,1361.656,1362.136,friz,freeze,freeze,1361.656,1362.136,friz,i,1361.866,1361.976,1361.921,329,2408,2990,
_^'.*i[^rl].*$_NOT_^(the)|(he)|(she)|(we)|(be)|(me)|(tae)$_^i$,23,00-O-f01-mw74.trs,00-O-f01,00-O,F,1382.401,1388.213,g_179;em_12_171582;n_2507647-n_2507660;p_263;#=es_1_1762156;[0]=ew_0_986586,es_1_1762156,about fifteen my,'tin,1386.291,1386.711,fIftin,fifteen,fifteen,1386.061,1386.711,fIftin,i,1386.401,1386.501,1386.451,317,2322,3424,
_^'.*i[^rl].*$_NOT_^(the)|(he)|(she)|(we)|(be)|(me)|(tae)$_^i$,24,00-O-f01-mw74.trs,00-O-f01,00-O,F,1393.237,1402.865,g_179;em_12_171984;n_2507677-n_2507702;p_263;#=es_1_1764982;[0]=ew_0_984569,es_1_1764982,bee's knees until,'niz,1395.497,1395.817,niz,knees,knees,1395.497,1395.817,niz,i,1395.557,1395.697,1395.627,313,2021,2622,
_^'.*i[^rl].*$_NOT_^(the)|(he)|(she)|(we)|(be)|(me)|(tae)$_^i$,25,00-O-f01-mw74.trs,00-O-f01,00-O,F,1531.019,1541.025,g_179;em_12_172419;n_2508132-n_2508150;p_263;#=es_1_1770558;[0]=ew_0_986974,es_1_1770558,Fredrick street. And,'strit,1540.369,1541.025,strit,street,street.,1540.369,1541.025,strit,i,1540.569,1540.689,1540.629,418,2477,2865,
_^'.*i[^rl].*$_NOT_^(the)|(he)|(she)|(we)|(be)|(me)|(tae)$_^i$,26,00-O-f01-mw74.trs,00-O-f01,00-O,F,1601.763,1602.778,g_179;em_12_172452;n_2508357-n_2508362;p_263;#=es_1_1770578;[0]=ew_0_987306,es_1_1770578,Turriff Street.,'strit,1602.363,1602.653,strit,street,Street.,1602.363,1602.653,strit,i,1602.583,1602.613,1602.598,389,2492,3307,
_^'.*i[^rl].*$_NOT_^(the)|(he)|(she)|(we)|(be)|(me)|(tae)$_^i$,27,00-O-f01-mw74.trs,00-O-f01,00-O,F,1700.352,1706.374,g_179;em_12_171808;n_2508705-n_2508720;p_263;#=es_1_1770418;[0]=ew_0_981677,es_1_1770418,Portugal Street I,'strit,1704.832,1705.172,strit,street,Street,1704.832,1705.172,strit,i,1705.082,1705.142,1705.112,412,2334,3103,
_^'.*i[^rl].*$_NOT_^(the)|(he)|(she)|(we)|(be)|(me)|(tae)$_^i$,28,00-O-f01-mw74.trs,00-O-f01,00-O,F,1720.419,1725.529,g_179;em_12_171537;n_2508763-n_2508780;p_263;#=es_1_1770463;[0]=ew_0_982828,es_1_1770463,Daisy Street and,'strit,1721.469,1721.949,strit,street,Street,1721.469,1721.949,strit,i,1721.719,1721.919,1721.819,420,2320,2940,
_^'.*i[^rl].*$_NOT_^(the)|(he)|(she)|(we)|(be)|(me)|(tae)$_^i$,29,00-O-f01-mw74.trs,00-O-f01,00-O,F,1779.352,1783.711,g_179;em_12_172259;n_2508956-n_2508965;p_263;#=es_1_1770538;[0]=ew_0_985923,es_1_1770538,Eglinton Street.,'strit,1783.152,1783.582,strit,street,Street.,1783.152,1783.582,strit,i,1783.372,1783.552,1783.462,415,2570,2635,
_^'.*i[^rl].*$_NOT_^(the)|(he)|(she)|(we)|(be)|(me)|(tae)$_^i$,30,00-O-f01-mw74.trs,00-O-f01,00-O,F,1796.741,1799.119,g_179;em_12_171902;n_2508996-n_2509004;p_263;#=es_1_1770533;[0]=ew_0_985690,es_1_1770533,Ardgowan Street I,'strit,1797.511,1797.891,strit,street,Street,1797.511,1797.891,strit,i,1797.761,1797.861,1797.811,422,2494,3091,
_^'.*i[^rl].*$_NOT_^(the)|(he)|(she)|(we)|(be)|(me)|(tae)$_^i$,31,00-O-f01-mw74.trs,00-O-f01,00-O,F,1842.418,1844.293,g_179;em_12_172325;n_2509146-n_2509155;p_263;#=es_1_1762137;[0]=ew_0_984911,es_1_1762137,her feet as,'fit,1843.348,1843.638,fit,feet,feet,1843.348,1843.638,fit,i,1843.438,1843.608,1843.523,342,2411,3059,
_^'.*i[^rl].*$_NOT_^(the)|(he)|(she)|(we)|(be)|(me)|(tae)$_^i$,32,00-O-f01-mw74.trs,00-O-f01,00-O,F,1864.553,1868.663,g_179;em_12_172065;n_2509238-n_2509254;p_263;#=es_1_1770518;[0]=ew_0_984659,es_1_1770518,Cumberland Street but,'strit,1866.873,1867.243,strit,street,Street,1866.873,1867.243,strit,i,1867.063,1867.213,1867.138,332,2491,2841,
_^'.*i[^rl].*$_NOT_^(the)|(he)|(she)|(we)|(be)|(me)|(tae)$_^i$,33,00-O-f01-mw74.trs,00-O-f01,00-O,F,1877.462,1881.907,g_179;em_12_172028;n_2509287-n_2509300;p_263;#=es_1_1770498;[0]=ew_0_983544,es_1_1770498,Eglinton Street,'strit,1881.322,1881.772,strit,street,Street,1881.322,1881.772,strit,i,1881.562,1881.732,1881.647,357,2498,2845,
_^'.*i[^rl].*$_NOT_^(the)|(he)|(she)|(we)|(be)|(me)|(tae)$_^i$,34,00-O-f01-mw74.trs,00-O-f01,00-O,F,1899.405,1904.702,g_179;em_12_172365;n_2509351-n_2509367;p_263;#=es_1_1770523;[0]=ew_0_985072,es_1_1770523,Eglinton Street.,'strit,1904.145,1904.585,strit,street,Street.,1904.145,1904.585,strit,i,1904.385,1904.535,1904.46,344,2383,3104,
_^'.*i[^rl].*$_NOT_^(the)|(he)|(she)|(we)|(be)|(me)|(tae)$_^i$,35,00-O-f01-mw74.trs,00-O-f01,00-O,F,1907.436,1909.229,g_179;em_12_171729;n_2509380-n_2509388;p_263;#=es_1_1770423;[0]=ew_0_981971,es_1_1770423,Eglinton Street.,'strit,1908.956,1909.186,strit,street,Street.,1908.956,1909.186,strit,i,1909.126,1909.156,1909.141,408,1963,3061,
_^'.*i[^rl].*$_NOT_^(the)|(he)|(she)|(we)|(be)|(me)|(tae)$_^i$,36,00-O-f01-mw74.trs,00-O-f01,00-O,F,1914.744,1920.928,g_179;em_12_171621;n_2509411-n_2509433;p_263;#=es_1_1770473;[0]=ew_0_983109,es_1_1770473,MacKinlay Street were,'strit,1916.604,1916.994,strit,street,Street,1916.604,1916.994,strit,i,1916.854,1916.964,1916.909,345,2414,3289,
_^'.*i[^rl].*$_NOT_^(the)|(he)|(she)|(we)|(be)|(me)|(tae)$_^i$,37,00-O-f01-mw74.trs,00-O-f01,00-O,F,1914.744,1920.928,g_179;em_12_171621;n_2509411-n_2509433;p_263;#=es_1_1770563;[0]=ew_0_987031,es_1_1770563,Turriff Street you,'strit,1919.734,1920.104,strit,street,Street,1919.734,1920.104,strit,i,1919.964,1920.074,1920.019,354,2459,3173,
_^'.*i[^rl].*$_NOT_^(the)|(he)|(she)|(we)|(be)|(me)|(tae)$_^i$,38,00-O-f01-mw74.trs,00-O-f01,00-O,F,1920.928,1923.991,g_179;em_12_172036;n_2509433-n_2509445;p_263;#=es_1_1770493;[0]=ew_0_983451,es_1_1770493,MacKinlay Street and,'strit,1922.158,1922.588,strit,street,Street,1922.158,1922.588,strit,i,1922.408,1922.548,1922.478,359,2407,2917,
_^'.*i[^rl].*$_NOT_^(the)|(he)|(she)|(we)|(be)|(me)|(tae)$_^i$,39,00-O-f01-mw74.trs,00-O-f01,00-O,F,1929.304,1935.407,g_179;em_12_172083;n_2509470-n_2509496;p_263;#=es_1_1770458;[0]=ew_0_982805,es_1_1770458,MacKinlay Street on,'strit,1932.364,1932.824,strit,street,Street,1932.364,1932.824,strit,i,1932.584,1932.764,1932.674,348,2400,2946,
_^'.*i[^rl].*$_NOT_^(the)|(he)|(she)|(we)|(be)|(me)|(tae)$_^i$,40,00-O-f01-mw74.trs,00-O-f01,00-O,F,1938.998,1942.008,g_179;em_12_171533;n_2509506-n_2509516;p_263;#=es_1_1770443;[0]=ew_0_982263,es_1_1770443,Eglinton Street there,'strit,1939.598,1940.098,strit,street,Street,1939.598,1940.098,strit,i,1939.848,1940.058,1939.953,341,2348,2818,
_^'.*i[^rl].*$_NOT_^(the)|(he)|(she)|(we)|(be)|(me)|(tae)$_^i$,41,00-O-f01-mw74.trs,00-O-f01,00-O,F,1964.534,1969.076,g_179;em_12_172303;n_2509576-n_2509591;p_263;#=es_1_1767789;[0]=ew_0_986386,es_1_1767789,very pleased about,'plizd,1967.934,1968.284,plizd,pleased,pleased,1967.934,1968.284,plizd,i,1968.074,1968.144,1968.109,387,2246,2669,
_^'.*i[^rl].*$_NOT_^(the)|(he)|(she)|(we)|(be)|(me)|(tae)$_^i$,42,00-O-f01-mw74.trs,00-O-f01,00-O,F,1974.908,1980.611,g_179;em_12_172338;n_2509610-n_2509631;p_263;#=es_1_1764933;[0]=ew_0_983368,es_1_1764933,sometimes keep me,'kip,1978.478,1978.678,kip,keep,keep,1978.478,1978.678,kip,i,1978.558,1978.648,1978.603,322,2346,3191,
_^'.*i[^rl].*$_NOT_^(the)|(he)|(she)|(we)|(be)|(me)|(tae)$_^i$,43,00-O-f01-mw74.trs,00-O-f01,00-O,F,1982.797,1987.641,g_179;em_12_172149;n_2509641-n_2509654;p_263;#=es_1_1856832;[0]=ew_0_1014702,es_1_1856832,E E's in,'iz,1985.367,1985.907,iz,e's,E's,1985.367,1985.907,iz,i,1985.367,1985.557,1985.462,315,2633,3582,
_^'.*i[^rl].*$_NOT_^(the)|(he)|(she)|(we)|(be)|(me)|(tae)$_^i$,44,00-O-f01-mw74.trs,00-O-f01,00-O,F,1982.797,1987.641,g_179;em_12_172149;n_2509641-n_2509654;p_263;#=es_1_1770468;[0]=ew_0_982867,es_1_1770468,Eglinton Street.,'strit,1987.017,1987.447,strit,street,Street.,1987.017,1987.447,strit,i,1987.267,1987.397,1987.332,358,2321,2901,
_^'.*i[^rl].*$_NOT_^(the)|(he)|(she)|(we)|(be)|(me)|(tae)$_^i$,45,00-O-f01-mw74.trs,00-O-f01,00-O,F,1995.062,2001.939,g_179;em_12_171811;n_2509674-n_2509695;p_263;#=es_1_1769303;[0]=ew_0_986286,es_1_1769303,the screen lit,'skrin,1996.902,1997.272,skrin,screen,screen,1996.902,1997.272,skrin,i,1997.142,1997.242,1997.192,443,2230,2946,
_^'.*i[^rl].*$_NOT_^(the)|(he)|(she)|(we)|(be)|(me)|(tae)$_^i$,46,00-O-f01-mw74.trs,00-O-f01,00-O,F,2034.229,2042.366,g_179;em_12_171642;n_2509824-n_2509850;p_263;#=es_1_1770433;[0]=ew_0_982101,es_1_1770433,Cumberland Street and,'strit,2040.159,2040.569,strit,street,Street,2040.159,2040.569,strit,i,2040.389,2040.519,2040.454,353,2458,3122,
_^'.*i[^rl].*$_NOT_^(the)|(he)|(she)|(we)|(be)|(me)|(tae)$_^i$,47,00-O-f01-mw74.trs,00-O-f01,00-O,F,2084.02,2086.113,g_179;em_12_172228;n_2509996-n_2510006;p_263;#=es_1_1767592;[0]=ew_0_984997,es_1_1767592,other people that,'pip,2084.72,2084.96,pipP,people,people,2084.72,2085.1,pipP,i,2084.79,2084.9,2084.845,413,2271,2563,
_^'.*i[^rl].*$_NOT_^(the)|(he)|(she)|(we)|(be)|(me)|(tae)$_^i$,48,00-O-f01-mw74.trs,00-O-f01,00-O,F,2372.451,2376.381,g_179;em_12_172034;n_2510913-n_2510924;p_263;#=es_1_1762434;[0]=ew_0_982139,es_1_1762434,about fourteen.,'tin,2374.811,2374.931,f$tin,fourteen,fourteen.,2374.751,2374.931,f$tin,i,2374.841,2374.871,2374.856,307,1967,2528,
_^'.*i[^rl].*$_NOT_^(the)|(he)|(she)|(we)|(be)|(me)|(tae)$_^i$,49,00-O-f01-mw74.trs,00-O-f01,00-O,F,2377.929,2380.413,g_179;em_12_171632;n_2510929-n_2510938;p_263;#=es_1_1762429;[0]=ew_0_981928,es_1_1762429,about fourteen. And,'tin,2380.019,2380.349,f$tin,fourteen,fourteen.,2379.919,2380.349,f$tin,i,2380.139,2380.229,2380.184,317,2410,3098,
_^'.*i[^rl].*$_NOT_^(the)|(he)|(she)|(we)|(be)|(me)|(tae)$_^i$,50,00-O-f01-mw74.trs,00-O-f01,00-O,F,2393.879,2399.727,g_179;em_12_171761;n_2510972-n_2510987;p_263;#=es_1_1761788;[0]=ew_0_983989,es_1_1761788,about eighteen months,'tin,2397.389,2397.499,1tin,eighteen,eighteen,2397.359,2397.499,1tin,i,2397.429,2397.469,2397.449,367,1819,2750,
_^'.*i[^rl].*$_NOT_^(the)|(he)|(she)|(we)|(be)|(me)|(tae)$_^i$,51,00-O-f03-mw74.trs,00-O-f03,00-O,F,8.627,11.219,g_224;em_12_223643;n_3351859-n_3351872;p_114;#=es_1_2493128;[0]=ew_0_1212548,es_1_2493128,Inglefield Street.,'strit,10.847,11.157,strit,street,Street.,10.847,11.157,strit,i,11.057,11.127,11.092,417,2399,2885,
_^'.*i[^rl].*$_NOT_^(the)|(he)|(she)|(we)|(be)|(me)|(tae)$_^i$,52,00-O-f03-mw74.trs,00-O-f03,00-O,F,20.307,21.277,g_224;em_12_223595;n_3351911-n_3351916;p_114;#=es_1_2491571;[0]=ew_0_1214415,es_1_2491571,In Seath Street.,'siT,20.417,20.677,siT,seath,Seath,20.417,20.677,siT,i,20.557,20.647,20.602,367,2479,3156,
_^'.*i[^rl].*$_NOT_^(the)|(he)|(she)|(we)|(be)|(me)|(tae)$_^i$,53,00-O-f03-mw74.trs,00-O-f03,00-O,F,20.307,21.277,g_224;em_12_223595;n_3351911-n_3351916;p_114;#=es_1_2493173;[0]=ew_0_1216268,es_1_2493173,Seath Street.,'strit,20.677,21.057,strit,street,Street.,20.677,21.057,strit,i,20.897,21.027,20.962,319,2526,3247,
_^'.*i[^rl].*$_NOT_^(the)|(he)|(she)|(we)|(be)|(me)|(tae)$_^i$,54,00-O-f03-mw74.trs,00-O-f03,00-O,F,46.014,48.696,g_224;em_12_223244;n_3352026-n_3352035;p_114;#=es_1_2493138;[0]=ew_0_1213342,es_1_2493138,Cardwell Street was,'strit,47.444,47.824,strit,street,Street,47.444,47.824,strit,i,47.704,47.794,47.749,368,2504,3144,
_^'.*i[^rl].*$_NOT_^(the)|(he)|(she)|(we)|(be)|(me)|(tae)$_^i$,56,00-O-f03-mw74.trs,00-O-f03,00-O,F,146.693,149.663,g_224;em_12_222912;n_3352487-n_3352499;p_114;#=es_1_2491565;[0]=ew_0_1210378,es_1_2491565,in Seath Street,'siT,147.913,148.133,siT,seath,Seath,147.913,148.133,siT,i,148.053,148.103,148.078,337,2385,3276,
_^'.*i[^rl].*$_NOT_^(the)|(he)|(she)|(we)|(be)|(me)|(tae)$_^i$,57,00-O-f03-mw74.trs,00-O-f03,00-O,F,146.693,149.663,g_224;em_12_222912;n_3352487-n_3352499;p_114;#=es_1_2493073;[0]=ew_0_1210814,es_1_2493073,Seath Street with,'strit,148.133,148.523,strit,street,Street,148.133,148.523,strit,i,148.383,148.493,148.438,316,2219,3169,
_^'.*i[^rl].*$_NOT_^(the)|(he)|(she)|(we)|(be)|(me)|(tae)$_^i$,58,00-O-f03-mw74.trs,00-O-f03,00-O,F,253.091,255.921,g_224;em_12_223605;n_3352917-n_3352930;p_114;#=es_1_2493143;[0]=ew_0_1213653,es_1_2493143,Boyd Street had,'strit,254.661,255.051,strit,street,Street,254.661,255.051,strit,i,254.911,255.021,254.966,373,2397,3191,
_^'.*i[^rl].*$_NOT_^(the)|(he)|(she)|(we)|(be)|(me)|(tae)$_^i$,59,00-O-f03-mw74.trs,00-O-f03,00-O,F,257.613,259.735,g_224;em_12_223626;n_3352936-n_3352944;p_114;#=es_1_2493098;[0]=ew_0_1212087,es_1_2493098,Boyd Street  nearer,'strit,259.143,259.593,strit,street,Street ,259.143,259.593,strit,i,259.423,259.563,259.493,325,2793,3292,
_^'.*i[^rl].*$_NOT_^(the)|(he)|(she)|(we)|(be)|(me)|(tae)$_^i$,60,00-O-f03-mw74.trs,00-O-f03,00-O,F,259.735,263.889,g_224;em_12_223472;n_3352944-n_3352960;p_114;#=es_1_2493148;[0]=ew_0_1214060,es_1_2493148,Boyd Street goes,'strit,261.915,262.205,strit,street,Street,261.915,262.205,strit,i,262.095,262.155,262.125,321,2664,3043,
_^'.*i[^rl].*$_NOT_^(the)|(he)|(she)|(we)|(be)|(me)|(tae)$_^i$,61,00-O-f03-mw74.trs,00-O-f03,00-O,F,279.669,280.968,g_224;em_12_223568;n_3353028-n_3353032;p_114;#=es_1_2493108;[0]=ew_0_1212238,es_1_2493108,Nelson Street.  And,'strit,280.309,280.679,strit,street,Street. ,280.309,280.679,strit,i,280.539,280.649,280.594,361,2460,3112,
_^'.*i[^rl].*$_NOT_^(the)|(he)|(she)|(we)|(be)|(me)|(tae)$_^i$,62,00-O-f03-mw74.trs,00-O-f03,00-O,F,286.755,290.447,g_224;em_12_223035;n_3353052-n_3353065;p_114;#=es_1_2488205;[0]=ew_0_1210583,es_1_2488205,then Ne- the,'ist,288.055,288.255,n$Tist,ne,Ne-,287.895,288.255,n$Tist,i,288.055,288.195,288.125,450,2313,3202,
_^'.*i[^rl].*$_NOT_^(the)|(he)|(she)|(we)|(be)|(me)|(tae)$_^i$,63,00-O-f03-mw74.trs,00-O-f03,00-O,F,286.755,290.447,g_224;em_12_223035;n_3353052-n_3353065;p_114;#=es_1_2493063;[0]=ew_0_1209309,es_1_2493063,Nelson Street one,'strit,288.785,289.185,strit,street,Street,288.785,289.185,strit,i,289.045,289.155,289.1,311,2475,3089,
_^'.*i[^rl].*$_NOT_^(the)|(he)|(she)|(we)|(be)|(me)|(tae)$_^i$,64,00-O-f03-mw74.trs,00-O-f03,00-O,F,299.301,302.009,g_224;em_12_223599;n_3353098-n_3353110;p_114;#=es_1_2493068;[0]=ew_0_1210152,es_1_2493068,"Boyd Street,  and",'strit,301.591,301.961,strit,street,"Street, ",301.591,301.961,strit,i,301.871,301.931,301.901,351,2314,2871,
