SearchName,Number,Transcript,Speaker,Corpus,gender,Line,LineEnd,MatchId,TargetId,URL,Text,Target stress,Target stress start,Target stress end,Target CELEX phonemes,Target orthography,Target transcript,Target transcript start,Target transcript end,Match segments,Target segments,Target segments start,Target segments end,time_0.5,F1-time_0.5,F2-time_0.5,F3-time_0.5,Error
_^'.*Q[^rl].*$_NOT_^(was)|(from)|(of)|(got)|(on)$_^Q$,11,00-O-f01-mw74.trs,00-O-f01,00-O,F,437.146,443.368,g_179;em_12_171783;n_2504375-n_2504398;p_263;#=es_1_1759412;[0]=ew_0_984873,es_1_1759412,http://gulpminer.arts.gla.ac.uk/real-time/transcript?ag_id=179#ew_0_984873,upset because this,'kQz,440.846,441.096,bIkQz,because,because,440.726,441.096,bIkQz,Q,440.896,440.986,440.941,482,1309,2457,
_^'.*Q[^rl].*$_NOT_^(was)|(from)|(of)|(got)|(on)$_^Q$,12,00-O-f01-mw74.trs,00-O-f01,00-O,F,568.037,570.428,g_179;em_12_171697;n_2504863-n_2504875;p_263;#=es_1_1765321;[0]=ew_0_982171,es_1_1765321,http://gulpminer.arts.gla.ac.uk/real-time/transcript?ag_id=179#ew_0_982171,a lot when,'lQt,569.087,569.407,lQt,lot,lot,569.087,569.407,lQt,Q,569.347,569.377,569.362,864,3106,4683,
_^'.*Q[^rl].*$_NOT_^(was)|(from)|(of)|(got)|(on)$_^Q$,13,00-O-f01-mw74.trs,00-O-f01,00-O,F,605.115,606.958,g_179;em_12_171525;n_2504990-n_2505000;p_263;#=es_1_1761503;[0]=ew_0_986498,es_1_1761503,http://gulpminer.arts.gla.ac.uk/real-time/transcript?ag_id=179#ew_0_986498,just dropped the,'drQpt,605.625,605.955,drQpt,dropped,dropped,605.625,605.955,drQpt,Q,605.705,605.875,605.79,502,1068,2956,
_^'.*Q[^rl].*$_NOT_^(was)|(from)|(of)|(got)|(on)$_^Q$,14,00-O-f01-mw74.trs,00-O-f01,00-O,F,611.339,615.937,g_179;em_12_171833;n_2505017-n_2505035;p_263;#=es_1_1759387;[0]=ew_0_982907,es_1_1759387,http://gulpminer.arts.gla.ac.uk/real-time/transcript?ag_id=179#ew_0_982907,Because if,'kQz,611.489,611.809,bIkQz,because,Because,611.359,611.809,bIkQz,Q,611.559,611.729,611.644,576,1305,2495,
_^'.*Q[^rl].*$_NOT_^(was)|(from)|(of)|(got)|(on)$_^Q$,15,00-O-f01-mw74.trs,00-O-f01,00-O,F,632.079,633.734,g_179;em_12_171655;n_2505098-n_2505106;p_263;#=es_1_1761498;[0]=ew_0_985647,es_1_1761498,http://gulpminer.arts.gla.ac.uk/real-time/transcript?ag_id=179#ew_0_985647,we dropped the,'drQpt,632.299,632.699,drQpt,dropped,dropped,632.299,632.699,drQpt,Q,632.419,632.619,632.519,522,1060,2676,
_^'.*Q[^rl].*$_NOT_^(was)|(from)|(of)|(got)|(on)$_^Q$,16,00-O-f01-mw74.trs,00-O-f01,00-O,F,683.542,689.824,g_179;em_12_171946;n_2505280-n_2505304;p_263;#=es_1_1757540;[0]=ew_0_981805,es_1_1757540,http://gulpminer.arts.gla.ac.uk/real-time/transcript?ag_id=179#ew_0_981805,were across fae,'krQs,685.312,685.652,@krQs,across,across,685.192,685.652,@krQs,Q,685.462,685.512,685.487,468,1508,2474,
_^'.*Q[^rl].*$_NOT_^(was)|(from)|(of)|(got)|(on)$_^Q$,17,00-O-f01-mw74.trs,00-O-f01,00-O,F,868.504,872.541,g_179;em_12_171763;n_2505906-n_2505925;p_263;#=es_1_1774221;[0]=ew_0_981810,es_1_1774221,http://gulpminer.arts.gla.ac.uk/real-time/transcript?ag_id=179#ew_0_981810,to watch everything,'wQJ,871.254,871.544,wQJ,watch,watch,871.254,871.544,wQJ,Q,871.284,871.424,871.354,470,1165,2463,
_^'.*Q[^rl].*$_NOT_^(was)|(from)|(of)|(got)|(on)$_^Q$,18,00-O-f01-mw74.trs,00-O-f01,00-O,F,875.357,878.249,g_179;em_12_171942;n_2505942-n_2505957;p_263;#=es_1_1759432;[0]=ew_0_985350,es_1_1759432,http://gulpminer.arts.gla.ac.uk/real-time/transcript?ag_id=179#ew_0_985350,Eh because in,'kQz,875.847,876.067,bIkQz,because,because,875.737,876.067,bIkQz,Q,875.917,875.957,875.937,366,2008,2871,
_^'.*Q[^rl].*$_NOT_^(was)|(from)|(of)|(got)|(on)$_^Q$,19,00-O-f01-mw74.trs,00-O-f01,00-O,F,887.441,893.588,g_179;em_12_171909;n_2505982-n_2506005;p_263;#=es_1_1759407;[0]=ew_0_984596,es_1_1759407,http://gulpminer.arts.gla.ac.uk/real-time/transcript?ag_id=179#ew_0_984596,coloured because I,'kQz,889.691,889.911,bIkQz,because,because,889.591,889.911,bIkQz,Q,889.801,889.831,889.816,332,1943,3032,
_^'.*Q[^rl].*$_NOT_^(was)|(from)|(of)|(got)|(on)$_^Q$,20,00-O-f01-mw74.trs,00-O-f01,00-O,F,887.441,893.588,g_179;em_12_171909;n_2505982-n_2506005;p_263;#=es_1_1767848;[0]=ew_0_984394,es_1_1767848,http://gulpminer.arts.gla.ac.uk/real-time/transcript?ag_id=179#ew_0_984394,the pot.,'pQt,893.051,893.511,pQt,pot,pot.,893.051,893.511,pQt,Q,893.151,893.391,893.271,521,1233,2398,
_^'.*Q[^rl].*$_NOT_^(was)|(from)|(of)|(got)|(on)$_^Q$,21,00-O-f01-mw74.trs,00-O-f01,00-O,F,913.194,919.792,g_179;em_12_172376;n_2506060-n_2506081;p_263;#=es_1_1759417;[0]=ew_0_984969,es_1_1759417,http://gulpminer.arts.gla.ac.uk/real-time/transcript?ag_id=179#ew_0_984969,possibly because ehm,'kQz,914.924,915.294,bIkQz,because,because,914.774,915.294,bIkQz,Q,915.014,915.154,915.084,540,1147,2763,
_^'.*Q[^rl].*$_NOT_^(was)|(from)|(of)|(got)|(on)$_^Q$,22,00-O-f01-mw74.trs,00-O-f01,00-O,F,920.51,923.461,g_179;em_12_171516;n_2506084-n_2506100;p_263;#=es_1_1774811;[0]=ew_0_985284,es_1_1774811,http://gulpminer.arts.gla.ac.uk/real-time/transcript?ag_id=179#ew_0_985284,know what I,'wQt,921.66,921.81,wQt,what,what,921.66,921.81,wQt,Q,921.69,921.75,921.72,398,2403,2501,
_^'.*Q[^rl].*$_NOT_^(was)|(from)|(of)|(got)|(on)$_^Q$,23,00-O-f01-mw74.trs,00-O-f01,00-O,F,932.898,939.697,g_179;em_12_172393;n_2506133-n_2506157;p_263;#=es_1_1769574;[0]=ew_0_981899,es_1_1769574,http://gulpminer.arts.gla.ac.uk/real-time/transcript?ag_id=179#ew_0_981899,wee shop down,'SQp,934.498,935.088,SQp,shop,shop,934.498,935.088,SQp,Q,934.778,934.998,934.888,460,1140,2659,
_^'.*Q[^rl].*$_NOT_^(was)|(from)|(of)|(got)|(on)$_^Q$,24,00-O-f01-mw74.trs,00-O-f01,00-O,F,973.764,975.482,g_179;em_12_172079;n_2506293-n_2506302;p_263;#=es_1_1759703;[0]=ew_0_985453,es_1_1759703,http://gulpminer.arts.gla.ac.uk/real-time/transcript?ag_id=179#ew_0_985453,me bombed out,'bQmd,974.314,974.634,bQmd,bombed,bombed,974.314,974.634,bQmd,Q,974.374,974.484,974.429,514,1069,2916,
_^'.*Q[^rl].*$_NOT_^(was)|(from)|(of)|(got)|(on)$_^Q$,25,00-O-f01-mw74.trs,00-O-f01,00-O,F,999.716,1003.035,g_179;em_12_171573;n_2506396-n_2506412;p_263;#=es_1_1770384;[0]=ew_0_982043,es_1_1770384,http://gulpminer.arts.gla.ac.uk/real-time/transcript?ag_id=179#ew_0_982043,that stopped him,'stQpt,1001.776,1002.196,stQpt,stopped,stopped,1001.776,1002.196,stQpt,Q,1001.926,1002.096,1002.011,462,1177,2860,
_^'.*Q[^rl].*$_NOT_^(was)|(from)|(of)|(got)|(on)$_^Q$,26,00-O-f01-mw74.trs,00-O-f01,00-O,F,1027.675,1031.456,g_179;em_12_172478;n_2506507-n_2506523;p_263;#=es_1_1772788;[0]=ew_0_982516,es_1_1772788,http://gulpminer.arts.gla.ac.uk/real-time/transcript?ag_id=179#ew_0_982516,the top close,'tQp,1030.005,1030.315,tQp,top,top,1030.005,1030.315,tQp,Q,1030.085,1030.255,1030.17,501,1108,3060,
_^'.*Q[^rl].*$_NOT_^(was)|(from)|(of)|(got)|(on)$_^Q$,27,00-O-f01-mw74.trs,00-O-f01,00-O,F,1034.58,1040.706,g_179;em_12_171854;n_2506531-n_2506550;p_263;#=es_1_1759683;[0]=ew_0_982054,es_1_1759683,http://gulpminer.arts.gla.ac.uk/real-time/transcript?ag_id=179#ew_0_982054,our block and,'blQk,1037.73,1038.22,blQk,block,block,1037.73,1038.22,blQk,Q,1038.1,1038.13,1038.115,566,1040,2587,
_^'.*Q[^rl].*$_NOT_^(was)|(from)|(of)|(got)|(on)$_^Q$,28,00-O-f01-mw74.trs,00-O-f01,00-O,F,1040.706,1046.284,g_179;em_12_171926;n_2506550-n_2506571;p_263;#=es_1_1759437;[0]=ew_0_985626,es_1_1759437,http://gulpminer.arts.gla.ac.uk/real-time/transcript?ag_id=179#ew_0_985626,bonfire because it,'kQz,1044.766,1044.966,bIkQz,because,because,1044.696,1044.966,bIkQz,Q,1044.856,1044.886,1044.871,2020,2914,4433,
_^'.*Q[^rl].*$_NOT_^(was)|(from)|(of)|(got)|(on)$_^Q$,29,00-O-f01-mw74.trs,00-O-f01,00-O,F,1085.217,1089.629,g_179;em_12_172272;n_2506720-n_2506741;p_263;#=es_1_1774224;[0]=ew_0_985545,es_1_1774224,http://gulpminer.arts.gla.ac.uk/real-time/transcript?ag_id=179#ew_0_985545,and watch him.,'wQJ,1089.027,1089.307,wQJ,watch,watch,1089.027,1089.307,wQJ,Q,1089.057,1089.177,1089.117,461,1247,2303,
_^'.*Q[^rl].*$_NOT_^(was)|(from)|(of)|(got)|(on)$_^Q$,30,00-O-f01-mw74.trs,00-O-f01,00-O,F,1106.237,1110.536,g_179;em_12_172002;n_2506805-n_2506825;p_263;#=es_1_1765254;[0]=ew_0_983404,es_1_1765254,http://gulpminer.arts.gla.ac.uk/real-time/transcript?ag_id=179#ew_0_983404,be lockups or,'lQk,1107.617,1107.947,lQkVps,lockups,lockups,1107.617,1108.297,lQkVps,Q,1107.827,1107.857,1107.842,626,801,3284,
_^'.*Q[^rl].*$_NOT_^(was)|(from)|(of)|(got)|(on)$_^Q$,31,00-O-f01-mw74.trs,00-O-f01,00-O,F,1106.237,1110.536,g_179;em_12_172002;n_2506805-n_2506825;p_263;#=es_1_1774778;[0]=ew_0_982528,es_1_1774778,http://gulpminer.arts.gla.ac.uk/real-time/transcript?ag_id=179#ew_0_982528,"or what, well",'wQt,1108.517,1108.697,wQt,what,"what,",1108.517,1108.697,wQt,Q,1108.567,1108.667,1108.617,604,1353,2523,
_^'.*Q[^rl].*$_NOT_^(was)|(from)|(of)|(got)|(on)$_^Q$,32,00-O-f01-mw74.trs,00-O-f01,00-O,F,1106.237,1110.536,g_179;em_12_172002;n_2506805-n_2506825;p_263;#=es_1_1765260;[0]=ew_0_986497,es_1_1765260,http://gulpminer.arts.gla.ac.uk/real-time/transcript?ag_id=179#ew_0_986497,be lockups in,'lQk,1109.227,1109.517,lQkVps,lockups,lockups,1109.227,1109.777,lQkVps,Q,1109.417,1109.447,1109.432,856,2586,3372,
_^'.*Q[^rl].*$_NOT_^(was)|(from)|(of)|(got)|(on)$_^Q$,33,00-O-f01-mw74.trs,00-O-f01,00-O,F,1199.421,1202.733,g_179;em_12_172386;n_2507092-n_2507106;p_263;#=es_1_1761493;[0]=ew_0_984293,es_1_1761493,http://gulpminer.arts.gla.ac.uk/real-time/transcript?ag_id=179#ew_0_984293,she dropped her,'drQpt,1199.741,1200.151,drQpt,dropped,dropped,1199.741,1200.151,drQpt,Q,1199.831,1200.031,1199.931,539,987,2836,
_^'.*Q[^rl].*$_NOT_^(was)|(from)|(of)|(got)|(on)$_^Q$,34,00-O-f01-mw74.trs,00-O-f01,00-O,F,1220.593,1227.981,g_179;em_12_172438;n_2507134-n_2507154;p_263;#=es_1_1759462;[0]=ew_0_987226,es_1_1759462,http://gulpminer.arts.gla.ac.uk/real-time/transcript?ag_id=179#ew_0_987226,home because I,'kQz,1221.643,1221.913,bIkQz,because,because,1221.553,1221.913,bIkQz,Q,1221.743,1221.843,1221.793,550,1331,2616,
_^'.*Q[^rl].*$_NOT_^(was)|(from)|(of)|(got)|(on)$_^Q$,35,00-O-f01-mw74.trs,00-O-f01,00-O,F,1278.736,1283.018,g_179;em_12_172267;n_2507269-n_2507283;p_263;#=es_1_1759467;[0]=ew_0_987397,es_1_1759467,http://gulpminer.arts.gla.ac.uk/real-time/transcript?ag_id=179#ew_0_987397,Because and,'kQz,1278.866,1279.366,bIkQz,because,Because,1278.756,1279.366,bIkQz,Q,1278.996,1279.076,1279.036,428,1646,2723,
_^'.*Q[^rl].*$_NOT_^(was)|(from)|(of)|(got)|(on)$_^Q$,36,00-O-f01-mw74.trs,00-O-f01,00-O,F,1278.736,1283.018,g_179;em_12_172267;n_2507269-n_2507283;p_263;#=es_1_1759377;[0]=ew_0_982472,es_1_1759377,http://gulpminer.arts.gla.ac.uk/real-time/transcript?ag_id=179#ew_0_982472,be because her,'kQz,1280.766,1281.236,bIkQz,because,because,1280.626,1281.236,bIkQz,Q,1280.876,1281.006,1280.941,474,1125,2609,
_^'.*Q[^rl].*$_NOT_^(was)|(from)|(of)|(got)|(on)$_^Q$,37,00-O-f01-mw74.trs,00-O-f01,00-O,F,1301.03,1303.271,g_179;em_12_172125;n_2507352-n_2507365;p_263;#=es_1_1765266;[0]=ew_0_983185,es_1_1765266,http://gulpminer.arts.gla.ac.uk/real-time/transcript?ag_id=179#ew_0_983185,a long time,'lQN,1301.5,1301.84,lQN,long,long,1301.5,1301.84,lQN,Q,1301.78,1301.81,1301.795,961,2278,3832,
_^'.*Q[^rl].*$_NOT_^(was)|(from)|(of)|(got)|(on)$_^Q$,38,00-O-f01-mw74.trs,00-O-f01,00-O,F,1331.943,1336.424,g_179;em_12_172069;n_2507490-n_2507504;p_263;#=es_1_1759397;[0]=ew_0_983708,es_1_1759397,http://gulpminer.arts.gla.ac.uk/real-time/transcript?ag_id=179#ew_0_983708,her. Because she,'kQz,1332.093,1332.303,bIkQz,because,Because,1332.013,1332.303,bIkQz,Q,1332.123,1332.153,1332.138,1907,2991,4296,
_^'.*Q[^rl].*$_NOT_^(was)|(from)|(of)|(got)|(on)$_^Q$,39,00-O-f01-mw74.trs,00-O-f01,00-O,F,1393.237,1402.865,g_179;em_12_171984;n_2507677-n_2507702;p_263;#=es_1_1764998;[0]=ew_0_987250,es_1_1764998,http://gulpminer.arts.gla.ac.uk/real-time/transcript?ag_id=179#ew_0_987250,nearly knocked myself,'nQkt,1396.457,1396.677,nQkt,knocked,knocked,1396.457,1396.677,nQkt,Q,1396.497,1396.617,1396.557,530,1249,2786,
_^'.*Q[^rl].*$_NOT_^(was)|(from)|(of)|(got)|(on)$_^Q$,40,00-O-f01-mw74.trs,00-O-f01,00-O,F,1393.237,1402.865,g_179;em_12_171984;n_2507677-n_2507702;p_263;#=es_1_1759452;[0]=ew_0_986989,es_1_1759452,http://gulpminer.arts.gla.ac.uk/real-time/transcript?ag_id=179#ew_0_986989,out because they,'kQz,1398.297,1398.657,bIkQz,because,because,1398.107,1398.657,bIkQz,Q,1398.397,1398.467,1398.432,448,1804,2446,
_^'.*Q[^rl].*$_NOT_^(was)|(from)|(of)|(got)|(on)$_^Q$,41,00-O-f01-mw74.trs,00-O-f01,00-O,F,1416.598,1417.881,g_179;em_12_171739;n_2507745-n_2507751;p_263;#=es_1_1764994;[0]=ew_0_981889,es_1_1764994,http://gulpminer.arts.gla.ac.uk/real-time/transcript?ag_id=179#ew_0_981889,and knocked myself,'nQkt,1416.798,1416.918,nQkt,knocked,knocked,1416.798,1416.918,nQkt,Q,1416.828,1416.858,1416.843,385,1237,2983,
_^'.*Q[^rl].*$_NOT_^(was)|(from)|(of)|(got)|(on)$_^Q$,42,00-O-f01-mw74.trs,00-O-f01,00-O,F,1475.932,1478.213,g_179;em_12_172440;n_2507926-n_2507937;p_263;#=es_1_1759372;[0]=ew_0_982092,es_1_1759372,http://gulpminer.arts.gla.ac.uk/real-time/transcript?ag_id=179#ew_0_982092,Because I,'kQz,1476.042,1476.272,bIkQz,because,Because,1475.982,1476.272,bIkQz,Q,1476.102,1476.192,1476.147,477,1679,2581,
_^'.*Q[^rl].*$_NOT_^(was)|(from)|(of)|(got)|(on)$_^Q$,43,00-O-f01-mw74.trs,00-O-f01,00-O,F,1480.604,1483.537,g_179;em_12_171730;n_2507947-n_2507964;p_263;#=es_1_1765330;[0]=ew_0_984276,es_1_1765330,http://gulpminer.arts.gla.ac.uk/real-time/transcript?ag_id=179#ew_0_984276,a lot of,'lQt,1481.334,1481.734,lQt,lot,lot,1481.334,1481.734,lQt,Q,1481.654,1481.694,1481.674,379,1358,3189,
_^'.*Q[^rl].*$_NOT_^(was)|(from)|(of)|(got)|(on)$_^Q$,44,00-O-f01-mw74.trs,00-O-f01,00-O,F,1514.812,1516.078,g_179;em_12_171688;n_2508072-n_2508077;p_263;#=es_1_1766603;[0]=ew_0_983247,es_1_1766603,http://gulpminer.arts.gla.ac.uk/real-time/transcript?ag_id=179#ew_0_983247,"No, not really.",'nQt,1515.352,1515.602,nQt,not,not,1515.352,1515.602,nQt,Q,1515.392,1515.562,1515.477,458,1575,3270,
_^'.*Q[^rl].*$_NOT_^(was)|(from)|(of)|(got)|(on)$_^Q$,45,00-O-f01-mw74.trs,00-O-f01,00-O,F,1519.717,1524.559,g_179;em_12_171859;n_2508093-n_2508113;p_263;#=es_1_1765269;[0]=ew_0_984286,es_1_1765269,http://gulpminer.arts.gla.ac.uk/real-time/transcript?ag_id=179#ew_0_984286,last long you,'lQN,1523.277,1523.567,lQN,long,long,1523.277,1523.567,lQN,Q,1523.467,1523.497,1523.482,820,1487,3347,
_^'.*Q[^rl].*$_NOT_^(was)|(from)|(of)|(got)|(on)$_^Q$,46,00-O-f01-mw74.trs,00-O-f01,00-O,F,1563.443,1570.635,g_179;em_12_171804;n_2508225-n_2508252;p_263;#=es_1_1765324;[0]=ew_0_982973,es_1_1765324,http://gulpminer.arts.gla.ac.uk/real-time/transcript?ag_id=179#ew_0_982973,a lot of,'lQt,1563.603,1563.813,lQt,lot,lot,1563.603,1563.813,lQt,Q,1563.663,1563.783,1563.723,572,1069,2666,
_^'.*Q[^rl].*$_NOT_^(was)|(from)|(of)|(got)|(on)$_^Q$,47,00-O-f01-mw74.trs,00-O-f01,00-O,F,1609.029,1611.371,g_179;em_12_171719;n_2508384-n_2508394;p_263;#=es_1_1774757;[0]=ew_0_981704,es_1_1774757,http://gulpminer.arts.gla.ac.uk/real-time/transcript?ag_id=179#ew_0_981704,And what was,'wQt,1609.419,1609.649,wQt,what,what,1609.419,1609.649,wQt,Q,1609.449,1609.619,1609.534,504,960,2616,
_^'.*Q[^rl].*$_NOT_^(was)|(from)|(of)|(got)|(on)$_^Q$,49,00-O-f01-mw74.trs,00-O-f01,00-O,F,1664.575,1666.644,g_179;em_12_171990;n_2508573-n_2508585;p_263;#=es_1_1774787;[0]=ew_0_983767,es_1_1774787,http://gulpminer.arts.gla.ac.uk/real-time/transcript?ag_id=179#ew_0_983767,clue what they,'wQt,1665.585,1665.675,wQt,what,what,1665.585,1665.675,wQt,Q,1665.615,1665.645,1665.63,426,1587,2370,
_^'.*Q[^rl].*$_NOT_^(was)|(from)|(of)|(got)|(on)$_^Q$,51,00-O-f01-mw74.trs,00-O-f01,00-O,F,1685.618,1690.869,g_179;em_12_171888;n_2508660-n_2508675;p_263;#=es_1_1770389;[0]=ew_0_985575,es_1_1770389,http://gulpminer.arts.gla.ac.uk/real-time/transcript?ag_id=179#ew_0_985575,it stopped when,'stQpt,1689.268,1689.738,stQpt,stopped,stopped,1689.268,1689.738,stQpt,Q,1689.418,1689.608,1689.513,481,1263,2785,
_^'.*Q[^rl].*$_NOT_^(was)|(from)|(of)|(got)|(on)$_^Q$,52,00-O-f01-mw74.trs,00-O-f01,00-O,F,1694.778,1700.352,g_179;em_12_172009;n_2508692-n_2508705;p_263;#=es_1_1858588;[0]=ew_0_986657,es_1_1858588,http://gulpminer.arts.gla.ac.uk/real-time/transcript?ag_id=179#ew_0_986657,Saint John's or,'_Qnz,1698.468,1698.948,_Qnz,john's,John's,1698.468,1698.948,_Qnz,Q,1698.538,1698.688,1698.613,457,1425,2607,
_^'.*Q[^rl].*$_NOT_^(was)|(from)|(of)|(got)|(on)$_^Q$,53,00-O-f01-mw74.trs,00-O-f01,00-O,F,1707.077,1711.311,g_179;em_12_171866;n_2508723-n_2508735;p_263;#=es_1_1858584;[0]=ew_0_985146,es_1_1858584,http://gulpminer.arts.gla.ac.uk/real-time/transcript?ag_id=179#ew_0_985146,Saint John's and,'_Qnz,1707.667,1708.297,_Qnz,john's,John's,1707.667,1708.297,_Qnz,Q,1707.727,1707.907,1707.817,481,1195,2878,
_^'.*Q[^rl].*$_NOT_^(was)|(from)|(of)|(got)|(on)$_^Q$,54,00-O-f01-mw74.trs,00-O-f01,00-O,F,1716.264,1720.419,g_179;em_12_172020;n_2508752-n_2508763;p_263;#=es_1_1759457;[0]=ew_0_987222,es_1_1759457,http://gulpminer.arts.gla.ac.uk/real-time/transcript?ag_id=179#ew_0_987222,Glasgow because eh,'kQz,1716.464,1716.784,bIkQz,because,because,1716.384,1716.784,bIkQz,Q,1716.574,1716.624,1716.599,447,1746,2867,
_^'.*Q[^rl].*$_NOT_^(was)|(from)|(of)|(got)|(on)$_^Q$,55,00-O-f01-mw74.trs,00-O-f01,00-O,F,1716.264,1720.419,g_179;em_12_172020;n_2508752-n_2508763;p_263;#=es_1_1856830;[0]=ew_0_1014705,es_1_1856830,http://gulpminer.arts.gla.ac.uk/real-time/transcript?ag_id=179#ew_0_1014705,Holy Cross School,'krQs,1719.144,1720.419,krQs,cross,Cross,1719.144,1720.419,krQs,Q,1719.284,1719.424,1719.354,455,1181,2511,
